doc_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
church_councils__the_general_council_of_ephesus__431,-8.07047953592124,-0.5636296194279711,-2.9744006011457347,1.8936408410098555,1.9404935029264252,-0.459524744376697,-1.089760268287743,0.7942118339472579,1.3121346694354963,-0.5610582101299408
church_councils__the_general_council_of_trent__1545_63,-2.1267543386416956,1.3736134096347579,-7.440652951080903,-0.2883828136691978,-1.2760081136426213,0.789336865667321,0.4352341011166553,-0.7313153317547328,1.1688194186926624,0.25748463783577824
church_councils__the_general_council_of_vienne__1311_12,-9.668095077626942,-1.0356874063388093,-6.6361023028559645,2.0625771647482845,3.9628188334217342,-0.5394061677671862,-0.8981886303934872,3.897731574957776,3.484793375810047,-1.3651873429262777
church_councils__the_second_general_council_of_constantinople__553,-8.305951146471791,-1.0722622580307934,-7.378628811509082,1.2904516455157744,2.6149912024442674,-0.0871487853877017,-0.6627882732273745,1.251057550214315,1.7856984429333542,-0.7444307650162049
church_councils__the_second_general_council_of_lyons__1274,-9.569870080084128,-1.3835713842219335,-9.947720502562586,0.7820531717166599,4.790557295247764,-0.30853809843184077,-0.7963037950109008,2.294046712613686,4.004751840835019,-1.1859093878931546
church_councils__the_second_general_council_of_nicaea__787,-8.736978051522494,-1.3702819021345842,-6.295435580046768,1.5157230401665789,3.0423888957052765,-0.38856210611107067,-1.1488000708252917,2.925554678115332,3.1096697667488136,-1.2706694345856486
church_councils__the_second_general_council_of_the_lateran__1139,-7.792896717457376,-0.488082324298556,-12.156052093757602,1.8590967884703928,3.6863975360686143,-0.40709822507734783,-0.7125915459503452,2.0503727872882376,2.9512589716411055,-0.8692059305561275
church_councils__the_third_general_council_of_constantinople__680_6,-6.867181012262005,-0.6442869021086554,-4.279364202305786,0.42669421491545817,0.8753660773172312,0.341684479503517,-0.30408901517131953,-0.14793694850046588,1.1560750891521812,-0.20721835012016654
church_councils__the_third_general_council_of_the_lateran__1179,-8.318990742926381,-0.9737994271481306,-9.82914594253195,1.1130209426574316,3.7326002319000846,-0.11532800057157366,-0.5789618272114214,2.189185376645018,3.4273835112990105,-1.1244494295092766
church_councils__vatican_ii___1962_1965,-0.28994212334558506,2.3708573898957988,-3.098832575240248,-1.950400217149797,-3.6719820951019284,1.5942696320052605,0.9726356778020008,-0.8384112700198371,0.7270102793473112,0.4585834823119264
pope_alexander_iv__clara_claris_praeclara,2.744500455045656,117.03551898983342,21.2972240037493,137.17083085442175,-36.90292194335593,-13.940930581545732,-46.28712396721997,249.7021604892202,8.038527702169471,-12.671503271100724
pope_alexander_iv__petitionibus_vestris_benignum_impertientes,4.607603883151764,22.121558443179275,-6.751299274552244,-9.051502131994965,-13.117842459443152,26.72116761585804,-0.8649370550673281,-4.564741022786928,0.4212004512709347,2.634983706097605
pope_alexander_vi__inter_caetera,-6.94771342651057,-0.3386640238379158,-11.558938203293973,1.7425694355746122,2.4171004702298386,-0.46884009671907223,-0.11584919656682123,0.5004047621867662,0.23425179376932925,-0.22570949837466114
pope_alexander_vii__super_cathedram_principis_apostolorum,8.16502176208035,53.31232675794147,-7.704684759826475,-19.194758178685678,-30.55813942380152,67.98625505667312,2.253009350263358,-1.1991350538123535,-2.57311700387668,9.287686983761775
pope_benedict_xii__benedictus_deus,-3.86927600058919,0.6812444692461906,-5.880602361278593,-0.3637362876430612,-0.3456493451690096,0.33031122730378076,0.23456236600317354,-0.5395290624803628,0.15321455535450437,0.1724080702831366
pope_benedict_xiv__a_quo_primum,-7.966746674349597,-0.728816935367066,-9.759644182649895,0.8323501983183627,3.094855584067575,-0.4207899500133102,0.0027509209697228107,-0.09337772025770141,0.6030318722988633,-0.37244181648019925
pope_benedict_xiv__accepimus_praestantium,70.65668195461062,-5.063456687032606,3.19479516215064,0.5095817821931217,-1.4204854003059881,3.0095597243753924,-30.402014020976257,-2.41551502034833,9.178715016627821,-2.759032604315145
pope_benedict_xiv__allatae_sunt,-7.3505270340110505,3.7301101974184325,-6.040700667041103,5.733173180743524,2.500851434325312,0.585547613590359,-3.2914028028754516,-0.891662800954653,5.981009310670525,-0.8890806598849097
pope_benedict_xiv__apostolica_constitutio,-8.597658626945872,1.2292624569720512,-5.718739661784244,5.250762883604198,4.391145022480869,-0.6363946095217393,-4.708181782552335,1.0752689396556718,1.8881164446990788,1.0551245948251486
pope_benedict_xiv__benedictus_deus,73.14089221342363,-5.097669885335711,-1.050631017531493,-9.357809151587334,-39.50641438122406,-16.811688861257423,-8.921430725956716,-0.8049315727608786,-3.342408578246666,-19.64831084428673
pope_benedict_xiv__celebrationem_magni,90.06659298588964,-6.78970379653863,7.642497576901587,3.070113448172425,0.8770478418076441,-2.5871315951817673,-28.42498192129654,-6.436522274156907,-13.566365118422738,4.611384892855087
pope_benedict_xiv__certiores_effecti,55.00012223017071,-3.3608420283514824,-2.430621323040371,-9.274035905738465,-22.258977647955753,-14.726779447689788,-7.500923519255314,-6.443537522566139,-2.9866777433318377,-4.649599305502767
pope_benedict_xiv__cum_illud_semper,86.99618038964284,-8.096662807319067,7.872142380309989,-2.7166613318112574,6.603781129651265,-13.289136732478394,-12.113257234756686,12.531600257398491,32.409293692794925,1.1598222423156361
pope_benedict_xiv__cum_multorum_charitate,35.03182846274042,-0.3896227857518096,-6.619005662864367,-10.63662889209055,-26.825887945422238,-8.55506822537795,10.630217386050356,0.07143524292806877,-3.6736429948819525,-8.846532083386824
pope_benedict_xiv__cum_religiosi,-7.148324152531608,-0.8966951307859028,-8.154902129279208,0.7153248314752382,1.8316556621473112,-0.38190354551219136,0.016414455122304987,-0.9387051070887626,0.32696782842242966,0.26278079893523226
pope_benedict_xiv__cum_semper_oblatas,81.55562283951687,-5.143363825286427,5.426555172417381,0.38135746616308314,-0.39292973518272867,-12.73910971850763,-35.65129880221626,1.4998138165631454,16.655346941445565,10.21635875604226
pope_benedict_xiv__elapso_proxime_anno,43.08261375870091,2.6003667498111414,-3.505363226610216,-7.43570028790589,-15.484716620231953,-3.864301458154279,-4.567279215310946,2.2406742025898563,3.1574367167872657,10.735396586834915
pope_benedict_xiv__etsi_minime,86.27941840280465,-8.624736695207645,3.902787741703008,-6.558701651187545,-26.211317830108076,-29.024368323358853,-18.515152006814297,7.799970114227174,-32.55403273360256,-17.16588182678396
