term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
abito,0.007313030179481715,-0.0010634512225317849,-4.185091941810778e-05,-0.0016994744152273175,-0.006214199458253601,-0.002847066374828399,-0.001998489539885152,-0.0013656992912836267,0.002853049185887475,-0.00596947928817952
abituale,0.008400756837919151,-0.0010227699040562712,0.001264647484386071,-4.61822216047558e-05,-0.003690104730532368,-0.005697711220322415,-0.010169591513183151,0.00044102653592614777,0.00801513691723804,-0.005221980677573289
abitudine,0.00799102853647898,-0.0015935863313109033,0.0007306962722585132,-0.0012067925398269914,-0.005398814756959456,-0.005433089399911008,-0.0064125776023967,0.0017518934173943403,-0.006808881107899328,-0.003297426941899474
abject,-0.0020432445490798598,-0.001175986728481426,0.002240815471652085,0.0001325586707057253,0.0010041694199248868,-0.00031370568435465075,-0.00037028253397658326,-0.0003159392955804359,-0.0007138004086233437,-0.00016025624881222205
abjuration,-0.0007990374351838056,7.067180972904044e-05,-0.002482020580666997,0.0003566040472136821,0.0006461369282159803,-0.00011373530100660771,-0.0001740471776757765,0.0005598636451655759,0.0008479683457849088,-0.00010428856433392406
abjure,-0.0008594602948811233,-7.304332851468319e-05,-0.003311669040649463,0.00043022485121161133,0.0009940160453828413,-0.00018513892657574127,2.4269095715198392e-05,0.00021410886081581453,0.0002534675143580834,-0.00023807553939705138
abjured,-0.0008694672297134546,-0.00011412796001517966,-0.0033604291019654325,0.00044900052901220396,0.0009979875478985003,-0.0001275515937004582,-3.9819408986204874e-05,0.00017763114158411114,0.0005622213502407565,-0.00025148878488962564
abjures,-0.0007012487782775184,-1.782414029684161e-05,-0.0019774921693986704,0.0008376423306087806,0.0011433171358503525,-0.00012166427712301729,0.00020673734074216576,-0.00040448695353849243,0.0008816318510225337,-0.0004926639236873942
ablaze,-0.00114862628692017,-0.0008757854780786539,0.002562681804094652,-0.00032802449086001274,0.0002962561353710576,-0.00016643847969610172,-6.640496945257862e-05,-0.0004620963579263103,-0.00037732841487941843,0.0003390848451276992
able,-0.010284316306735883,-0.0043798798883180395,0.0034025994252078412,0.000258510433227237,0.004214207048924846,-0.0012510000107066514,-0.0006688810346385245,-0.0008073936091794673,-0.00035797533725811186,7.012147216380102e-05
ably,-0.0006640042095096045,0.00019723366033536167,-0.0021070051820472504,0.0010145714974972996,0.0005103384668596124,-0.00013838922719343024,-0.0002942278559327381,0.0016581891383077394,0.0003187047213200665,-0.0004146976269215547
abnegation,-0.0018005477413063967,-0.0007563747465976306,0.0004842991028806156,0.0002623897688219183,0.0009526534154962586,-0.00046295764062308746,-0.0002261440024734966,-0.00027356552940867876,-0.00024242869389452654,0.00016451040474129924
