doc_id,category,author,author_dates,title,year,url,document_type,language,format,text_length,pope,pope_dates
pope_pius_xii__si_diligis___canonisation_of_st_pius_x,pope,Pope Pius XII,1939-1958,Si Diligis – Canonisation Of St Pius X,1954,https://www.papalencyclicals.net//pius12/p12sidil.htm,audience,en,html,13482,Pope Pius XII,1939-1958
pope_sixtus_iv__superna_caelestis,pope,Pope Sixtus IV,1471-1484,Superna Caelestis,1482,http://www.franciscan-archive.org/bullarium/supern-e.html,document,en,html,20779,Pope Sixtus IV,1471-1484
pope_sixtus_v__triumphantis_hierusalem,pope,Pope Sixtus V,1585-1585,Triumphantis Hierusalem,,https://www.papalencyclicals.net//sixtus05/triumph.htm,prayer,en,html,29834,Pope Sixtus V,1585-1585
church_councils__the_first_general_council_of_nicaea__325,council,"The First General Council of Nicaea, 325",,"The First General Council of Nicaea, 325",,https://www.papalencyclicals.net//councils/ecum01.htm,decree,en,html,6116,Church Councils,
church_councils__the_first_general_council_of_constantinople__381,council,"The First General Council of Constantinople, 381",,"The First General Council of Constantinople, 381",,https://www.papalencyclicals.net//councils/ecum02.htm,document,en,html,22941,Church Councils,
church_councils__the_general_council_of_ephesus__431,council,"The General Council of Ephesus, 431",,"The General Council of Ephesus, 431",,https://www.papalencyclicals.net//councils/ecum03.htm,decree,en,html,40930,Church Councils,
church_councils__the_general_council_of_chalcedon__451,council,"The General Council of Chalcedon, 451",,"The General Council of Chalcedon, 451",,https://www.papalencyclicals.net//councils/ecum04.htm,document,en,html,44743,Church Councils,
church_councils__the_second_general_council_of_constantinople__553,council,"The Second General Council of Constantinople, 553",,"The Second General Council of Constantinople, 553",,https://www.papalencyclicals.net//councils/ecum05.htm,decree,en,html,27997,Church Councils,
church_councils__the_third_general_council_of_constantinople__680_6,council,"The Third General Council of Constantinople, 680-681",,"The Third General Council of Constantinople, 680-681",,https://www.papalencyclicals.net//councils/ecum06.htm,document,en,html,11221,Church Councils,
church_councils__the_second_general_council_of_nicaea__787,council,"The Second General Council of Nicaea, 787",,"The Second General Council of Nicaea, 787",,https://www.papalencyclicals.net//councils/ecum07.htm,apostolic letter,en,html,32456,Church Councils,
church_councils__the_fourth_general_council_of_constantinople__869_,council,"The Fourth General Council of Constantinople, 869-870",,"The Fourth General Council of Constantinople, 869-870",,https://www.papalencyclicals.net//councils/ecum08.htm,decree,en,html,68236,Church Councils,
church_councils__the_first_general_council_of_the_lateran__1123,council,"The First General Council of the Lateran, 1123",,"The First General Council of the Lateran, 1123",,https://www.papalencyclicals.net//councils/ecum09.htm,decree,en,html,16679,Church Councils,
church_councils__the_second_general_council_of_the_lateran__1139,council,"The Second General Council of the Lateran, 1139",,"The Second General Council of the Lateran, 1139",,https://www.papalencyclicals.net//councils/ecum10.htm,document,en,html,18572,Church Councils,
church_councils__the_third_general_council_of_the_lateran__1179,council,"The Third General Council of the Lateran, 1179",,"The Third General Council of the Lateran, 1179",,https://www.papalencyclicals.net//councils/ecum11.htm,document,en,html,46062,Church Councils,
church_councils__the_fourth_general_council_of_the_lateran__1215,council,"The Fourth General Council of the Lateran, 1215",,"The Fourth General Council of the Lateran, 1215",1215,https://www.papalencyclicals.net//councils/ecum12-2.htm,document,en,html,125077,Church Councils,
church_councils__the_first_general_council_of_lyons__1245,council,"The First General Council of Lyons, 1245",,"The First General Council of Lyons, 1245",1245,https://www.papalencyclicals.net//councils/ecum13.htm,apostolic letter,en,html,77605,Church Councils,
church_councils__the_second_general_council_of_lyons__1274,council,"The Second General Council of Lyons, 1274",,"The Second General Council of Lyons, 1274",1274,https://www.papalencyclicals.net//councils/ecum14.htm,document,en,html,70031,Church Councils,
church_councils__the_general_council_of_vienne__1311_12,council,"The General Council of Vienne, 1311-12",,"The General Council of Vienne, 1311-12",1311,https://www.papalencyclicals.net//councils/ecum15.htm,document,en,html,202374,Church Councils,
church_councils__the_general_council_of_constance__1414_18,council,"The General Council of Constance, 1414-18",,"The General Council of Constance, 1414-18",1414,https://www.papalencyclicals.net//councils/ecum16.htm,decree,en,html,144057,Church Councils,
church_councils__the_general_council_of_basel_ferrara_florence__143,council,"The General Council of Basel-Ferrara-Florence, 1431-45",,"The General Council of Basel-Ferrara-Florence, 1431-45",1431,https://www.papalencyclicals.net//councils/ecum17.htm,decree,en,html,325511,Church Councils,
church_councils__the_fifth_general_council_of_the_lateran__1512_17,council,"The Fifth General Council of the Lateran, 1512-17",,"The Fifth General Council of the Lateran, 1512-17",1512,https://www.papalencyclicals.net//councils/ecum18.htm,decree,en,html,212125,Church Councils,
church_councils__the_general_council_of_trent__1545_63,council,"The General Council of Trent, 1545-63",,"The General Council of Trent, 1545-63",1545,https://www.papalencyclicals.net//councils/trent.htm,document,en,html,593,Church Councils,
church_councils__the_first_general_council_of_the_vatican__1869_70,council,"The First General Council of the Vatican, 1869-70",,"The First General Council of the Vatican, 1869-70",1869,https://www.papalencyclicals.net//councils/ecum20.htm,decree,en,html,7835,Church Councils,
church_councils__vatican_ii___1962_1965,council,Vatican II – 1962-1965,,Vatican II – 1962-1965,1962,https://www.papalencyclicals.net//councils/vatican2.htm,document,en,html,246,Church Councils,
