term_str,pre_mean,post_mean
guardians,5.356589829619853e-05,1.4629392335516024e-05
guardianship,3.945623562509647e-05,4.4987681970440414e-05
guarding,8.422365851290504e-05,4.125864444153243e-05
guardini,0.0,2.564968923369692e-05
guards,2.9864266209445845e-05,2.615893173767689e-05
guatemala,0.0,0.0
guest,5.230567237017996e-06,1.1107809444455304e-05
guests,9.967289595714963e-06,1.0260195294788638e-05
guidance,0.00017437619778653169,0.00011469012453849956
guide,9.895384249196943e-05,0.00019414521006827563
guided,8.118912468075662e-05,0.00012979426085804263
guideline,0.0,1.0126896022162695e-05
guidelines,1.858661269893884e-05,0.00010191878829039418
guides,4.047485616422233e-05,7.395157038417835e-05
guiding,4.4138252338210036e-05,3.9950502223124425e-05
guido,0.0,2.128635632040357e-05
guilt,0.00011194519007910773,4.093750899788851e-05
guilty,0.0002026696172854868,0.00017751201649336386
guinea,5.994945737420844e-06,0.0
guise,5.77259558411473e-05,3.099153883341883e-05
guises,7.37871261406088e-06,4.98501131000461e-06
gulf,1.917344025112466e-05,3.2869846810237307e-06
góra,0.0,0.0
habit,0.00010230857464902981,3.137192849503423e-05
habita,0.0,0.0
habitable,1.6443119682396551e-06,1.4696582322269578e-06
habitat,1.5986516382780355e-06,3.067576328762396e-06
habitation,3.1398514580460145e-05,0.0
habits,0.00012188114941898219,2.4095863169645144e-05
habitual,1.5865854729399086e-05,4.28238844530304e-05
habitually,1.996868673303788e-05,1.1717767187619558e-05
haereses,3.64438019266304e-06,0.0001326034427994581
hail,3.649135907090061e-05,2.197018299336488e-05
hailed,1.7952489113366176e-05,6.392700276481534e-06
hair,1.2237825469960523e-05,1.2502090026421373e-05
haiti,0.0,1.5737432507053991e-06
haitian,0.0,0.0
half,5.7811604237240015e-05,7.987422291253105e-05
halfway,0.0,2.4373789729642247e-06
hall,1.8663135671389844e-06,2.1449148237751146e-05
hallfriday,0.0,0.0
hallmark,0.0,0.0
hallmarks,0.0,1.3799764070828775e-06
hallmonday,0.0,0.0
hallowed,3.955807300359283e-05,4.422096825182593e-06
halls,3.303866358574263e-05,0.0
hallsaturday,0.0,0.0
hallthursday,0.0,0.0
halltuesday,0.0,0.0
hallwednesday,0.0,0.0
halt,1.5346373259777973e-05,3.0892908048891774e-06
halted,0.0,6.725008846700795e-06
halting,0.0,5.031391590755532e-06
hammer,1.3290106860057206e-06,0.0
hamper,1.201237325474733e-05,2.5458092902533275e-06
hampered,2.6706832063904188e-05,3.486904462942439e-06
han,0.0,1.7253649705846537e-06
hand,0.0004338311756900929,0.0004132876711355079
handed,0.00015711367451584467,8.603593311018275e-05
handful,1.5144369165668047e-05,8.883465734032421e-06
handicap,1.1591937777822555e-05,9.573739012862713e-06
handicapped,4.642174830589093e-06,3.7859175523723795e-05
handicaps,0.0,3.3561026794235635e-06
handing,2.1068088512914302e-05,3.711905341346282e-05
handiwork,4.011364565296189e-06,3.9084932905884e-06
handle,2.0544162229386444e-05,4.613775159550617e-06
handled,2.094028033658946e-05,1.4686993959915645e-05
handling,6.243806904892896e-05,1.280828309829134e-05
handmaid,2.65316941371619e-05,0.00013602335637281508
handmaids,4.003177141082109e-06,1.3629919575785522e-05
hands,0.0003176530786764774,0.00020357787902907228
hang,9.069921191836666e-06,1.2751926584941236e-06
hanging,2.4507675723627844e-05,3.8026543290610785e-06
hangs,2.314160111130214e-05,4.5089453666354423e-05
hanno,0.0,0.0
hans,0.0,3.00031841896555e-06
hansen,0.0,0.0
haphazard,5.262025469631896e-06,5.620238027983562e-06
happen,0.00014211092091809545,0.00011924928029348743
happened,0.00011222677105060526,4.9790013584435256e-05
happening,2.215611755385661e-05,2.9260902098395503e-05
happenings,6.025821997751935e-06,8.868716330152617e-06
happens,0.00017492855663583788,9.361736328192998e-05
happier,6.347119894990056e-05,8.64714441584691e-06
happiest,1.2423591893502194e-05,0.0
happily,0.0002986653482003961,1.0533583909344478e-05
happiness,0.0002706397153730677,0.00010094026905376038
happy,0.00031634840262299244,6.24879125565773e-05
harassed,7.991812562464648e-05,2.7759616098346804e-06
harassment,5.768853545407078e-06,0.0
harbinger,6.861828431760391e-06,2.5119837933271016e-05
harbour,9.72301802148663e-07,0.0
hard,0.0001355383247112273,5.5868711261952595e-05
harden,1.7112577400285043e-05,5.167827755130722e-06
hardened,2.592337279247918e-05,5.67849059337347e-06
hardening,1.5553117979172688e-06,0.0
hardens,0.0,5.096404652292616e-06
harder,2.3507791297799038e-05,1.659738171679168e-05
hardest,8.68542965921937e-06,0.0
hardly,0.00027358432980718005,9.157693390048051e-05
hardness,7.087992551521937e-06,1.1413312622356082e-05
hardship,2.5975853557805546e-05,9.519595860711839e-06
hardships,0.00013660060201149826,6.268869639836277e-05
hardworking,6.126377946266201e-06,0.0
harm,0.00028550692442264486,0.0001890314562478241
harmed,1.539816859442145e-05,7.307690805562308e-06
harmful,0.0001710521069669314,6.864045666912146e-05
harming,2.2631935226655187e-05,3.581473598844334e-05
harmless,1.7429203871626848e-06,6.232121723394602e-06
harmonious,4.976426219013479e-05,4.085627662689038e-05
harmoniously,3.2845144415502284e-05,1.3564047551211831e-05
harmonization,0.0,5.901388254800478e-06
harmonize,3.4869273056497295e-05,1.5612743973023313e-05
harmonized,9.8374571889629e-06,8.030669375566399e-06
harmonizes,1.0766733217911107e-06,6.350696005445706e-06
harmonizing,5.861027429628328e-06,7.72165689196605e-06
harmony,0.000267041903639885,0.00018980507214383298
harms,1.6646550262979875e-05,1.88697711379853e-05
harp,5.012536652558409e-06,0.0
harsh,6.948926048565183e-05,2.326762225791244e-05
harshest,1.6599314230718575e-05,0.0
harshly,3.544912635960558e-05,5.697117781600387e-06
harshness,1.4588458703321639e-05,4.8149706371177365e-06
harvest,0.0001660079504367887,4.600483725722023e-05
harvests,1.7195982243066835e-05,0.0
hasa,0.0,2.3783312925475744e-06
hassan,0.0,0.0
hast,7.795568086517826e-05,1.0417971403519562e-05
haste,3.4246550359569194e-05,6.250723589531759e-06
hasten,0.0001517404927611285,1.89523810769088e-05
hastened,4.8957741369214756e-05,3.4750838332240145e-06
hastening,3.015243129396374e-05,1.1727753824071995e-06
hastens,2.01021610519084e-05,1.7706139319960416e-06
hastily,1.067535256575629e-05,2.165386498474329e-05
hasty,1.952993235848196e-05,4.16621100003139e-06
hat,0.0,4.363873549755423e-06
hate,9.789146893389062e-05,8.621846366658523e-06
hated,2.5203702770478105e-05,1.604208464846025e-05
hateful,7.854735046634623e-05,3.3550287025519845e-06
hates,2.0600910182374557e-05,2.1649056711319755e-05
hath,0.00022807030290561734,0.0
hating,3.0453582579567095e-05,1.962704529576223e-06
hatred,0.00020803620820914774,3.857242113701719e-05
hatreds,9.041115938177339e-05,2.4118226377906568e-06
haughty,1.8651266683267e-05,1.9749506809477748e-06
havana,0.0,2.4310221960354663e-06
havea,0.0,3.0037946487408802e-06
havoc,2.6472264223452152e-05,2.8818296536633585e-06
hay,0.0,3.1410511319534768e-06
hazardous,2.2313919140008236e-05,4.321516483400988e-06
head,0.00039835957897240435,0.00017788795028643561
headed,2.2729129513397296e-06,2.4497213654328185e-06
heading,1.2213795883100316e-05,2.9653797167607247e-05
headings,2.160402169673447e-05,1.6989925066994774e-06
headlines,0.0,1.2203736222226621e-06
headlong,5.4992879342702086e-05,2.9519419642984506e-06
headquarters,7.559281310372146e-06,3.3647588741474477e-06
heads,0.00010054743099659974,3.127725274639716e-05
headway,8.498041699165023e-06,1.1469308722158193e-06
heal,7.076656340941897e-05,4.156702613856638e-05
healed,2.930201377662236e-05,3.595280618142039e-05
healer,3.37559049291086e-06,1.0660405197381768e-05
healing,7.319144145116856e-05,0.00014521571112180654
healings,0.0,2.2742222208163e-05
heals,1.816315369169476e-05,2.4765837286366217e-05
health,0.00023903361173122488,0.00019710084774280252
healthcare,0.0,2.1000656804521058e-05
healthier,0.0,2.616901499803666e-06
healthy,6.55233597297281e-05,5.2704819769637076e-05
heap,2.101617076249046e-05,7.240093355137064e-06
heaped,5.871722391722108e-05,5.4656339878085586e-06
hear,0.0001709422206314377,0.00018403549386561042
heard,0.00012658886533090428,0.00015961461000839767
hearer,2.6751605523213388e-06,8.068098605007028e-06
hearers,4.7719955710500913e-05,3.2874503067141476e-05
hearing,0.00010430993391759909,0.00015633219065208556
hearken,2.8148768714718845e-05,0.0
hears,4.009719986926657e-05,3.483706932224333e-05
hearsay,2.600813710728772e-06,0.0
heart,0.0003537101209872079,0.0003516024558838017
heartbeat,0.0,0.0
heartened,6.237175823284798e-07,2.974926404444914e-06
heartening,1.5981089546007533e-06,2.9203880331882227e-06
heartfelt,4.287777132458291e-05,6.203096109726392e-05
hearth,2.1105990527597646e-05,2.8068541953178764e-06
heartily,7.236040358634565e-05,3.33590147511548e-05
heartless,6.706310435596001e-06,4.9865967127876455e-06
heartrending,4.954881623492509e-06,0.0
hearts,0.00023169500498712505,0.0002329046526950351
hearty,4.306621682205441e-05,0.0
heat,2.0496304399465183e-05,7.039753475395914e-06
heated,7.918742280770928e-06,1.2587995881864427e-06
heathen,7.950604383698396e-05,0.0
heaven,0.0005927821858260525,0.0003376358937697327
heavenly,0.0009480242936601886,0.0001385537110119007
heavens,4.6786495540840426e-05,4.224800396286349e-05
heavier,2.1612653038623376e-05,1.2074103132024061e-05
heaviest,1.2071179950535916e-05,0.0
heavily,4.356510311128936e-05,3.3766936397321e-05
heavy,0.00014064985322956351,1.9539576379753316e-05
heb,4.072540543627252e-05,7.59229972462039e-05
hebr,1.289407264670665e-05,0.0
hebrew,1.4743766143433618e-05,3.636090250380053e-05
hebrews,7.711537907522581e-05,5.434182511404461e-05
hedonism,6.347949888764116e-06,1.4924757503589416e-05
hedonistic,4.068689539327662e-06,8.798129827515235e-06
hedwig,0.0,2.2665558651905086e-06
heed,9.929240610138224e-05,4.557123086825079e-05
heeded,2.409609619496486e-05,1.7863749661346532e-06
heeding,8.887606800160159e-06,8.490215991845637e-06
heedless,1.2774170839748759e-05,2.589741217416816e-06
hegemony,0.0,7.117301879570164e-06
height,6.878956350800975e-05,3.009175310452433e-05
heighten,5.313374514637336e-06,2.897265702138992e-06
heightened,4.183003144534355e-06,9.491508173465863e-06
heights,3.969688217073237e-05,3.0098779720538554e-05
heinous,2.7600420764432655e-05,0.0
heir,5.066743302528604e-05,4.3337732394409356e-05
heirs,6.057589118662326e-05,4.63850964630408e-05
held,0.00040169681784124855,0.0002519115991190831
helicopter,0.0,0.0
heliport,0.0,0.0
hell,0.00021147387380224586,3.219877828535823e-05
hellenistic,0.0,3.345649848217807e-05
hello,0.0,0.0
helm,2.4570648487414226e-05,1.7807417950766718e-06
help,0.0003481229299544588,0.00024400653311886362
helped,7.331501364491014e-05,0.00014251924344184125
helper,5.379722358146615e-05,2.696095314544338e-05
helpers,0.00013738909100838493,8.768729115911276e-06
helpful,6.589523087624425e-05,0.0001479131416206338
helping,6.669815648164072e-05,8.305131593110375e-05
helpless,2.0900037004386825e-05,1.5276342418179495e-05
helplessness,3.270077287331172e-06,9.169936344501117e-06
helps,5.8843995055951806e-05,9.990954355873037e-05
helsinki,0.0,0.0
hemisphere,0.0,1.8359342369002504e-05
hence,0.0005420129100434597,0.0002684063313985247
henceforth,0.00011400176603339124,5.674651041656805e-05
henri,5.232831755571339e-06,9.39055429655653e-06
henrik,0.0,0.0
henry,4.8849733947549295e-05,8.619988472943359e-05
herald,3.5129715864743076e-05,2.564468573771641e-05
heralded,1.3693093826123656e-05,0.0
heralds,5.872836612729087e-05,2.765639455777591e-05
hereafter,5.6985072474411364e-05,2.206439990629539e-05
hereby,0.00010548767200653924,3.5603018208441426e-05
hereditary,5.489918441093394e-05,9.080449409522438e-06
herein,3.8719325274235714e-05,2.340154392156002e-05
heresies,0.000279780220771504,4.221332846905193e-05
heresy,0.0004032767293926946,2.503439033580367e-05
heretic,7.829919054948861e-05,0.0
heretical,0.0002757147381452871,0.0
heretics,0.0004962788118854779,0.0
heretofore,2.8203789423281557e-05,0.0
heritage,6.314208395057959e-05,0.00022763173732211184
heritages,0.0,0.0
hermeneutic,0.0,7.898645888458141e-06
hermeneutical,4.970822039678651e-06,1.1820167938439622e-05
hermeneutics,0.0,4.460356310319702e-06
hermit,2.9661101945368006e-06,1.6524688005015432e-06
hermitage,0.0,0.0
hermits,1.794176833905801e-05,1.0294392091949525e-05
hernández,0.0,0.0
hero,1.0753345995732568e-05,0.0
herod,3.803568595966524e-06,3.084117078539964e-05
heroes,3.770130003612994e-05,7.3934370319233044e-06
heroic,6.907083694893044e-05,8.848739949452464e-05
heroically,1.0019280783495616e-05,0.0
heroism,3.4654870956209216e-05,3.390813179978258e-05
herzegovina,0.0,1.2641739812461495e-06
hesitant,3.4374626685219512e-06,6.531625660169931e-06
hesitate,0.00020437263248478804,7.265187639406803e-05
hesitated,0.00011117862948487625,0.0
hesitating,1.3989357318261354e-05,6.184401437264859e-06
hesitation,6.8678221169383e-05,2.5343987367499516e-05
hesitations,0.0,0.0
heureux,0.0,0.0
hid,1.6839024051861115e-05,1.9090638742582723e-05
hidden,0.00018713041059937688,0.00021925442799362941
hiddenness,0.0,2.1507791486720686e-05
hide,8.641609784181217e-05,3.768297542166715e-05
hides,6.193792820635982e-06,1.76718902144997e-05
hiding,3.9436652291432795e-05,0.00015597791093718084
hierarchical,3.153636057871856e-05,0.00018405559984706468
hierarchically,0.0,6.5823547196477486e-06
hierarchies,9.227446499044907e-06,8.478567401082281e-06
hierarchy,0.0002870823315043913,0.0001295563414520358
high,0.0003053711526653094,0.00014515222065482377
higher,0.00031635136345092564,0.00016530672875999128
highest,0.00030556695838399105,6.250475334676572e-05
highlight,5.939596089460693e-06,6.78744078843785e-05
highlighted,4.59373051885063e-06,6.469686353200665e-05
highlighting,0.0,1.8794607637401753e-05
highlights,3.154256775268179e-07,2.4380425902677424e-05
highly,0.00013547853827363657,0.00013436579736815222
highness,0.0,0.0
highway,1.4356205177002134e-06,2.921478227040151e-06
highways,3.5491666619380144e-06,3.8602949166952555e-06
hilary,1.9648858597537966e-05,4.042167365583145e-06
hill,2.1553955072959712e-05,5.062022113207112e-06
hills,1.4140057349196994e-05,5.38442514919541e-06
hinder,0.0001217605875871873,3.4764026274860496e-05
hindered,0.00012438575409531272,3.277400613812997e-05
hindering,1.5040632904697382e-05,1.5662422473094933e-05
hinders,1.3589053100761579e-05,4.549359688657989e-05
hindrance,0.00010009037387492379,2.8464270849836107e-05
hindrances,3.511393048793593e-05,2.4716340191015614e-06
hindu,1.0363493462666297e-05,0.0
hinduism,0.0,1.8463940543659475e-05
hindus,7.455350720609058e-05,0.0
hinge,7.513282250371064e-06,9.594508808645497e-06
hint,1.4097081897503792e-05,0.0
hippo,4.7372437507970865e-05,7.057264221452685e-06
hire,1.0491331474160045e-05,1.3680566384914901e-06
hired,3.375760923872679e-05,1.7553341074731788e-05
hiring,1.507604550452047e-05,0.0
hiroshima,0.0,3.544061466829684e-06
hisconfessions,0.0,5.064074164502261e-06
hisletter,0.0,1.7111444933862125e-06
hispanic,0.0,1.3284331642022864e-06
historia,3.022201369938413e-06,1.7706139319960416e-06
historian,1.3730130313528615e-05,9.108933334913724e-06
historians,4.46208135672358e-06,2.0262379548111758e-05
historic,7.369688925662474e-06,2.9790929333629184e-05
historical,5.357885189200307e-05,0.0003603837250782978
historically,5.009079323259873e-06,3.408847436065031e-05
histories,6.295150922699874e-07,1.7250589654241722e-06
history,0.00015895468650933093,0.0006204952273158237
hit,0.0,4.349577216458927e-06
hitherto,0.0001492476707608448,8.947567541402421e-05
hoard,0.0,2.0086544900667727e-06
hoc,0.00011727802062147798,0.00021373019416927316
hold,0.00047632723535996125,0.00012051725665433731
holding,8.122220196537822e-05,7.120846726361788e-05
holds,0.0002002508235946959,9.29101246155474e-05
hole,0.0,4.996459355241245e-06
holes,1.483732412916117e-06,3.72655636679494e-06
holiday,2.054696173857504e-06,2.293774035330997e-06
holidays,0.0,0.0
holier,3.62977306014363e-05,2.716960624587104e-06
holiest,1.5052477525081647e-05,1.6681419958055217e-06
holily,7.133402240594086e-05,1.9254381680765144e-06
holiness,9.651777671545824e-05,0.00013787593613562228
holinessbenedict,0.0,0.0
holinessjohn,0.0,1.4869886751129878e-05
holinesspope,0.0,1.1439140218225143e-05
holistic,0.0,5.648080576890237e-06
holland,1.8437211007331694e-05,0.0
hollow,5.095938026089369e-06,2.695735058257002e-06
holocaust,3.7084347897019644e-06,8.66842718276739e-06
holy,0.0005355189692748488,0.0005273428947252847
hom,1.763469418388293e-05,5.005398746702527e-05
homage,0.00010167825302633595,4.31747391460491e-05
home,0.0001120773465728457,0.00018727149091462303
homeland,2.3036139951587622e-05,5.252470750937277e-05
homelands,1.340702193217957e-05,5.37470097359552e-06
homeless,2.1826693902996343e-05,5.9366402017905076e-06
homes,0.00012154150462959212,2.1560618505406393e-05
homework,0.0,0.0
homilia,5.071978189683656e-07,5.534081909191769e-06
homilies,1.1797890368376096e-05,0.00011574801226997173
homily,8.190915128340915e-06,0.00010038114533835443
homilyof,0.0,0.0
homine,1.043838100272145e-05,1.1104099904062014e-05
hominis,6.470576223361354e-07,6.687124122012028e-05
homme,0.0,0.0
hommes,0.0,1.2466163914085199e-06
homo,7.77863749124085e-06,2.820234098924443e-05
homogeneous,5.61809701886373e-06,4.049521079630607e-05
homosexual,0.0,0.001223527012789596
hon,0.0,0.0
honduras,0.0,0.0
honest,0.00012592260442346147,4.094382078922872e-05
honestly,2.5666844891729995e-05,1.5356913532298304e-05
honesty,5.896909240716974e-05,4.089343780343457e-05
honey,3.419484380785309e-05,7.492579294336143e-06
hong,1.6376675097507357e-06,0.0
honor,0.0009675201500412619,0.0001504694911333648
honorable,0.00019332638854633726,5.1232898930048915e-05
honorary,2.7210032735103757e-06,0.0
honored,0.0001925563908592901,1.7815469958720958e-05
honoring,5.8114540483304616e-05,0.0
honorius,4.315909825991784e-05,0.0
honors,0.00017907400270040946,1.767056206717828e-05
honour,7.329793828320092e-05,9.611065186909047e-05
honourable,2.6510584179815624e-05,0.0
honoured,1.1577369281413187e-05,1.6360199318282422e-05
honouring,9.184209451808848e-06,6.130812459005354e-06
honours,1.5990413675959428e-05,1.3351592925471031e-05
hooks,0.0,3.745600284700963e-06
hope,0.00024855391662027305,0.00028878080784922196
hoped,0.00015365948784337935,0.0001317340381531816
hopeful,1.135786893334604e-05,2.547025855918241e-06
hopefully,2.2865821914670335e-05,6.884995131382938e-06
hopeless,2.2363634839003135e-06,6.2702503929787605e-06
hopelessly,5.562299327186333e-06,6.4815966898129205e-06
hopelessness,1.738424873806385e-06,1.179509480740651e-05
hopes,0.00012529873413424984,8.28695357664464e-05
hoping,2.70588814806238e-05,2.3719172790885744e-05
horeb,0.0,0.0
horizon,5.161913816058835e-06,0.00011008213366476511
horizons,2.7453545221074495e-06,8.868095434371191e-05
horizontal,0.0,1.182920093062427e-05
horn,1.021665479483868e-06,0.0
horrendous,0.0,5.2848976134164595e-06
horrible,8.200058342912702e-05,7.839359633281275e-06
horrific,0.0,0.0
horror,7.088485527263347e-05,1.0460016893608655e-05
horrors,1.0156547440800156e-05,4.2870262562448215e-06
horse,1.405912510661608e-05,0.0
hos,4.910040164642422e-07,7.90625153294863e-06
hosanna,0.0,0.0
hosea,1.5989092282777752e-05,1.2588872811472594e-05
hospice,0.0,2.8469951776876224e-06
hospices,6.454864300334735e-06,1.4154243085702877e-06
hospitable,3.934100252514119e-06,5.733451577081861e-06
hospital,2.0721464857016528e-05,6.652302797057558e-06
hospitality,2.629045879889046e-05,1.8441641057059014e-05
hospitaller,0.0,0.0
hospitals,5.444916606698774e-05,1.3996634474174308e-05
host,9.374643660226073e-05,2.082574671675875e-05
hostage,0.0,3.2499809739455405e-06
hostages,0.0,2.5714930635973922e-06
hosted,0.0,1.2762819351125406e-06
hostile,0.00023787887632514034,5.04728207831777e-05
hostilities,3.2255865920442496e-05,0.0
hostility,8.251687825649586e-05,4.371419494877491e-05
hosting,0.0,0.0
hosts,5.6570454586665594e-05,7.926930943173193e-06
hot,1.2667325389032658e-05,0.0
hotbeds,0.0,1.4059919040665019e-06
hour,0.00016512223312106455,0.00011140731754249085
hours,0.00015127550085184739,0.00017026749124885509
house,0.00021134378286325338,0.00015281729485907986
housed,2.8374027030765242e-06,0.0
household,0.00012203715367816457,7.384961428584018e-05
householder,0.0,9.399092788794947e-06
households,2.33447412674261e-05,0.0
houses,0.00017267821943142258,0.00010164797390059438
housing,4.576477607858809e-06,4.253672507578831e-05
however,0.0006523495608189108,0.0005202887136438744
hoy,0.0,0.0
huge,2.236956929677872e-05,3.187192618507628e-05
hui,0.0,0.0
humaine,0.0,0.0
human,0.0004128151339227618,0.000918261129276465
humana,2.906164921721584e-06,6.870736202997939e-05
humanae,1.0739551327562414e-05,5.245695527578378e-05
humane,2.3747905023305007e-05,2.7421110126572995e-05
humanism,9.882388205042998e-06,4.698780286095447e-05
humanist,0.0,5.25777969273752e-06
humanistic,1.1361278595943676e-05,1.967807035288838e-05
humanitarian,0.0,2.465288535878623e-05
humanities,2.5995210475096086e-05,9.029795434730401e-06
humanity,6.365678153226046e-05,0.0004215993910255984
humanization,4.1954246501817786e-07,4.9131751625671134e-05
humanize,5.788041775498674e-06,2.6268138655453382e-06
humanizing,0.0,1.0162954704673919e-05
humankind,1.9926101727777023e-06,2.7314198726156226e-06
humanly,2.9311301801724737e-06,4.084534376516147e-05
humans,5.9763000340857136e-06,0.00011393802265875236
humble,0.00017957285048763433,0.00014701461604964774
humbled,2.0348676353890923e-05,9.093553830635106e-06
humbles,6.708900209329083e-06,9.720609558749234e-06
humblest,6.654582847787141e-06,0.0
humbling,0.0,1.3853607987399663e-06
humbly,0.00020952822685549931,6.804746099919613e-05
humiliate,2.6007587645415927e-05,4.431693669467494e-06
humiliated,5.87241838518642e-06,1.9177986306586618e-05
humiliates,0.0,5.123414854678527e-06
humiliating,1.6410676656459777e-05,9.014137244589183e-06
humiliation,1.26864796533773e-05,2.891542695750409e-05
humiliations,3.5781809575401954e-06,3.251061874429678e-06
humility,0.00016699192031264688,0.00011816306134243119
humour,0.0,0.0
hundred,0.0001557040056419891,8.226113886957012e-05
hundredfold,6.244511913373912e-06,1.516124026558002e-05
hundreds,6.952674098431492e-05,2.0473071340192768e-05
hundredth,1.1374845387912426e-05,4.683247188796025e-05
hung,1.7107400938258055e-05,8.721564993559918e-06
hungarian,9.815099667688764e-05,0.0
hungarians,2.6597408386933523e-05,1.4851087493691619e-05
hungary,0.00024734265119964066,6.949713914805671e-06
hunger,5.449882910746041e-05,9.283112212390897e-05
hungers,1.633028852917856e-06,1.8759841533020868e-06
hungry,1.3620824735975353e-05,3.467404728406227e-05
hurricane,0.0,0.0
hurried,5.7271214696415966e-06,1.5014301214165986e-05
hurry,4.729017367868549e-05,3.3880554433773494e-06
hurt,1.821931197756504e-05,2.380616521236186e-05
hurtado,0.0,3.5515234968495604e-06
hurtful,4.2256624067468434e-05,0.0
hurting,0.0,5.442885842286336e-06
hurts,7.383833935976136e-06,5.968772913692057e-06
husband,0.00010973066448254427,0.00018352518847471712
husbands,5.178580645701996e-05,5.1499198952353496e-05
hygiene,4.227306728457269e-06,1.0021772067715149e-05
hymn,3.698350963521935e-05,8.884393879004587e-05
hymns,7.106782842608697e-05,1.970707913872421e-05
hypocrisy,2.166762032136612e-05,7.772098241047717e-06
hypocrite,3.129584380420029e-07,0.0
hypocrites,1.3187706750022962e-05,0.0
hypocritical,9.44520420473474e-06,0.0
hypostatic,3.242452334171246e-05,2.578827826023069e-05
hypotheses,1.0613191235329357e-05,6.990214148594069e-06
hypothesis,9.432230291478545e-06,6.248609972570679e-05
iam,8.97198185690587e-06,4.8505059601222026e-05
ian,0.0,0.0
iarchbishop,0.0,0.0
ibid,6.843967100215201e-05,0.0001803260958072445
ibidem,6.473739881132624e-06,1.5602642927298376e-05
ice,5.026688911530315e-06,1.3895844727061114e-06
iceland,2.746280586439631e-06,2.113352239450438e-06
ich,0.0,0.0
ici,0.0,0.0
icon,4.977791939241524e-06,4.856720185228851e-05
iconography,3.2318390108099303e-06,8.473091601933558e-06
icons,0.0,9.320126435435401e-06
icy,3.782027569766174e-06,0.0
idea,0.00015407542838512524,0.0001461655751245447
ideal,8.725381846763908e-05,0.00010498285921910178
idealism,1.4993253103172757e-05,1.0156225579121858e-05
ideally,1.9993492979531383e-06,2.955580583753801e-06
ideals,5.3693482899761806e-05,8.841072476659464e-05
ideas,0.00018679648092397646,0.00019703178742390255
idem,6.172906939434402e-06,1.8021799933165805e-05
identical,2.7509156780486218e-05,6.484013591461297e-05
identification,7.110874317674131e-06,2.0774870155162607e-05
identified,7.984463921538834e-06,0.00012031297811251716
identifies,1.1833414671900396e-05,2.497533867236208e-05
identify,1.1355935027351305e-05,8.478195142854989e-05
identifying,9.272001977270522e-07,2.4554847753317323e-05
identities,0.0,3.1603625825529332e-06
identity,1.83425381272329e-05,0.0002830490561151372
ideological,5.1719805387731345e-06,0.00010756202355937317
ideologically,0.0,8.432203088088549e-06
ideologies,3.825166590131083e-06,8.683504190325103e-05
ideology,7.186751323221579e-06,0.00012778584019892316
idle,0.0001025634283407825,1.1021695653307377e-05
idleness,7.379335683033963e-05,5.447084812098196e-06
idol,4.3583741699795295e-06,1.093536299191542e-05
idolatrous,8.78432835723382e-06,1.277519056361891e-05
idolatry,1.0197428481375504e-05,5.20619670845246e-05
idols,1.6860697865691915e-05,2.6733431206396093e-05
iesu,1.0591586961039306e-06,1.5463759755565407e-05
iesus,0.0,9.181160152093092e-05
iglesia,0.0,1.0238829007954729e-06
ignace,0.0,0.0
ignatian,1.0988026528275382e-05,5.201518400568686e-06
ignatius,4.945863275534594e-05,5.809428389367492e-05
ignite,5.050711042020669e-06,0.0
ignites,0.0,0.0
ignorance,0.00024035522436647918,6.420723690661935e-05
ignorant,0.0002792750437099196,4.07146742944691e-06
ignore,6.226198365298497e-05,9.708820647820014e-05
ignored,3.060595093267404e-05,5.197119328366204e-05
ignores,1.0994380679163981e-05,1.0343734649591024e-05
ignoring,2.798047895240873e-05,2.7421290429199144e-05
ihr,0.0,0.0
iia,0.0,3.0494362215442097e-06
iial,0.0,0.0
iiallocutio,0.0,0.0
iiand,0.0,2.07833143733515e-05
iiat,0.0,0.0
iiduring,0.0,0.0
iifamiliaris,0.0,0.0
iifor,2.798501028140764e-06,2.606666110691134e-05
iigeneral,0.0,0.0
iii,0.0003349741174395798,0.00032860568716041124
iiin,0.0,0.0
iinuntius,0.0,0.0
iion,4.751364268586956e-06,2.4898151397781316e-05
iiredemptor,0.0,3.3470061968833913e-06
iisaid,0.0,1.1549271161442404e-06
iisollicitudo,0.0,2.8385908637147105e-06
iito,3.962013192457214e-07,3.2196539024414514e-05
iiwednesday,0.0,0.0
iià,0.0,0.0
ill,7.651546748534294e-05,0.0001447521666441371
illegal,8.690800586575147e-06,5.510787088168762e-06
illegality,0.0,2.0232448501652873e-06
illegitimate,3.6799434193173e-05,2.1077791935210106e-05
illicit,0.00012389158234275377,9.105541658388017e-05
illiteracy,0.0,2.6530657057395473e-05
illiterate,1.3366321863877419e-05,8.44930607132385e-06
illness,4.1880689807321376e-05,6.902049324122908e-05
illnesses,1.3247175647610177e-05,6.034705386603273e-06
ills,0.00014382739706403266,1.1571645356774117e-05
illud,2.441752365014937e-05,3.3800769601193816e-06
illuminate,6.07550597658177e-05,1.8692828095266295e-05
illuminated,3.007652840025847e-05,3.0030987739308214e-05
illuminates,9.743916427504691e-06,9.194414898928147e-06
illuminating,1.631400941172675e-05,1.7810989199695796e-05
illumination,2.529303388152843e-05,4.055586305702738e-06
illuminator,1.6559581493063968e-06,1.2848299348998834e-05
illumine,5.3050666822113526e-05,6.67568024032257e-05
illumined,5.394087673067977e-05,8.37767667227203e-05
